T: GeneID,t-statistic,p-value,q-value,Fold change,neglog10p,log2FC,,,,,,
APOA1,3.654933417,0.005276902,0.058272078,2.040567059,2.277620952,1.028970122,,,,,,
SAA2-SAA4,3.656532006,0.005263808,0.058272078,1.925669908,2.278699925,0.945360422,,,,,,
PLTP,3.658910076,0.005244393,0.058272078,3.494275576,2.280304754,1.804993391,,,,,,
PGD,3.66641522,0.005183612,0.058272078,6.656503557,2.285367545,2.734764576,,,,,,
FERMT3,3.680721649,0.005069793,0.058272078,6.73457282,2.295009803,2.751586437,,,,,,
A2M,3.689310074,0.005002731,0.058272078,1.96225193,2.300792848,0.972510278,,,,,,
IGHA1,3.695294111,0.004956558,0.058272078,2.734487488,2.304819821,1.451270461,,,,,,
AGT,3.698167992,0.004934543,0.058272078,4.951977013,2.306753105,2.308004618,,,,,,
IGHV4-34,3.720025538,0.004770436,0.058071609,2.45117418,2.321441912,1.293473005,,,,,,
SAMHD1,3.759094901,0.004491267,0.056741874,1.81902749,2.34763116,0.863167346,,,,,,
SLC12A6,3.772218851,0.004401399,0.056236057,3.640323044,2.356409256,1.864066482,,,,,,
MNDA,3.772935599,0.004396546,0.056236057,6.128340242,2.356888381,2.615496397,,,,,,
RAC2,3.79053258,0.004279152,0.055593015,6.85963004,2.368642297,2.77813077,,,,,,
HBD,3.797950937,0.004230658,0.055593015,3.53345139,2.373592122,1.821078062,,,,,,
IGHV3-7,3.821536804,0.004080293,0.054853327,3.756160534,2.389308677,1.909258723,,,,,,
C4BPA,3.822829204,0.004072218,0.054853327,3.499273608,2.390168953,1.807055473,,,,,,
GC,3.828538371,0.004036751,0.054853327,1.907267618,2.393968068,0.931507289,,,,,,
A1BG,3.83684512,0.003985728,0.054853327,1.542104168,2.399492371,0.624900222,,,,,,
APOA2,3.849778182,0.00390764,0.054425331,2.03256331,2.408085429,1.02330029,,,,,,
S100A9,3.863525447,0.003826407,0.053778409,6.064267747,2.417208856,2.600333452,,,,,,
MMP12,3.868811652,0.003795647,0.053778409,9.318834421,2.420714148,3.220149517,,,,,,
IGLC2,3.874213049,0.003764487,0.053778409,2.545500565,2.424294147,1.347949386,,,,,,
GPX3,3.878507885,0.003739904,0.053778409,2.902804342,2.427139515,1.537447333,,,,,,
TNC,3.886774102,0.003693066,0.053778409,3.479910237,2.432612932,1.799050093,,,,,,
PLD3,3.892266235,0.00366229,0.053778409,2.321908579,2.436247304,1.21531117,,,,,,
COTL1,3.945031949,0.00338007,0.053653292,3.192654699,2.471074364,1.674756527,,,,,,
FGA,3.985320154,0.003180131,0.051752441,3.564007531,2.497555049,1.833500385,,,,,,
CAMP,4.034663121,0.002952193,0.04960968,3.700743735,2.529855236,1.887815237,,,,,,
ITIH2,4.035193085,0.002949841,0.04960968,3.581395414,2.530201359,1.840521812,,,,,,
SERPINA10,4.042056449,0.002919562,0.04960968,3.00248683,2.534682351,1.586157918,,,,,,
COL1A1,4.054273559,0.002866476,0.04960968,1.848891056,2.542651696,0.886660218,,,,,,
SERPIND1,4.074606569,0.002780385,0.049316517,3.525451497,2.555895118,1.817808032,,,,,,
IGKC,4.087744979,0.002726219,0.049316517,2.050662761,2.564439182,1.036090255,,,,,,
HBA1,4.107065712,0.002648594,0.049316517,3.401663885,2.576984627,1.766240597,,,,,,
CA2,4.118786016,0.002602652,0.049316517,3.691249507,2.584583839,1.884109259,,,,,,
IGHV2-70D,4.132109802,0.002551452,0.049306817,2.662902103,2.593212533,1.412999392,,,,,,
F13A1,4.132704031,0.002549194,0.049306817,3.433781853,2.593597112,1.779798388,,,,,,
CFHR1,4.13761842,0.002530598,0.049306817,2.558993346,2.59677683,1.355576396,,,,,,
S100A8,4.225332084,0.002221877,0.047055094,6.075202312,2.653279985,2.602932453,,,,,,
LIPA,4.229803441,0.002207254,0.047055094,7.073742803,2.656147623,2.822473764,,,,,,
CTSH,4.230014688,0.002206566,0.047055094,3.49801895,2.656283073,1.806538105,,,,,,
FABP5,4.233114303,0.002196493,0.047055094,4.977810214,2.658270198,2.315511227,,,,,,
CPB2,4.235456577,0.002188913,0.047055094,4.525237576,2.659771407,2.177993536,,,,,,
PLG,4.285637024,0.002033053,0.046222059,2.398129363,2.691851292,1.261909485,,,,,,
AZU1,4.29530366,0.002004412,0.046222059,6.009984773,2.698013104,2.587361336,,,,,,
IGHG1,4.307898499,0.001967738,0.046092774,2.006290215,2.706032711,1.004530311,,,,,,
IGHV3-72,4.333363139,0.001895759,0.046092774,3.215307924,2.722216783,1.684956908,,,,,,
IGKV3-20,4.336643575,0.001886693,0.046092774,2.605434465,2.724298722,1.381523967,,,,,,
CFHR5,4.342531849,0.001870535,0.046092774,6.318294438,2.728034049,2.65953517,,,,,,
C3,4.350543253,0.001848789,0.046092774,2.068951932,2.733112738,1.048900127,,,,,,
HBB,4.35507514,0.001836607,0.046092774,3.283467585,2.735983871,1.715220213,,,,,,
CORO1A,4.375944814,0.001781603,0.046092774,5.598300497,2.749189058,2.484988928,,,,,,
PON1,4.443973182,0.001614195,0.046092774,5.605209304,2.792044047,2.486768246,,,,,,
F5,4.446932534,0.001607305,0.046092774,6.953092908,2.793901714,2.797654867,,,,,,
APOH,4.49688785,0.001495626,0.046092774,2.040655076,2.825176858,1.02903235,,,,,,
IL4I1,4.501601789,0.001485525,0.046092774,11.09600664,2.828119961,3.471968651,,,,,,
F10,4.60426509,0.001282717,0.044068468,8.825324011,2.891869019,3.141649246,,,,,,
SQOR,4.624099059,0.001247073,0.043817598,3.5951211,2.904108251,1.846040368,,,,,,
EMILIN2,4.627056731,0.001241849,0.043817598,5.016460161,2.905931254,2.326669693,,,,,,
RAN,4.640442299,0.001218499,0.043817598,4.919831885,2.914174725,2.298609018,,,,,,
KNG1,4.700464283,0.001119438,0.04381293,2.31139731,2.950999864,1.208765268,,,,,,
F9,4.720108998,0.001088923,0.04381293,4.105053319,2.963002974,2.037400961,,,,,,
ITIH4,4.766582097,0.001020231,0.04381293,2.72559865,2.991301395,1.446573138,,,,,,
ACLY,4.843237643,0.000916895,0.04381293,2.862537131,3.037680511,1.517294407,,,,,,
SPTA1,4.891035552,0.000858199,0.04381293,2.044729926,3.066412232,1.0319103,,,,,,
C5,4.893924245,0.000854783,0.04381293,2.28889324,3.068144039,1.194650173,,,,,,
IGHV3-15,4.909952389,0.000836097,0.04381293,2.622495737,3.077743562,1.390940428,,,,,,
CA1,4.951340286,0.000789848,0.04381293,2.974693264,3.102456739,1.572740912,,,,,,
CTSB,4.982628544,0.000756715,0.04381293,3.108590604,3.121067893,1.636260629,,,,,,
C1QB,5.100515472,0.000644704,0.04381293,4.672072563,3.190639796,2.224062681,,,,,,
MAN1A1,5.111050932,0.000635601,0.04381293,2.263525161,3.196815141,1.178571343,,,,,,
FTH1,5.327151373,0.00047647,0.040923475,3.672416294,3.321964476,1.876729608,,,,,,
LTF,5.334515194,0.000471869,0.040923475,17.05747697,3.326178359,4.092332363,,,,,,
C4B,5.36513705,0.000453246,0.040923475,3.434298284,3.343665859,1.780015349,,,,,,
IGHG3,5.448822941,0.000406289,0.040923475,2.675696281,3.391165467,1.419914365,,,,,,
BCAT1,5.650707201,0.000313319,0.034599353,4.043067358,3.504013473,2.015450239,,,,,,
KLKB1,5.793553046,0.00026158,0.033769026,7.62638077,3.582395797,2.930998564,,,,,,
CTSG,6.120521512,0.000174841,0.030033838,11.87355639,3.757356146,3.569680214,,,,,,
FTL,6.21050264,0.000156876,0.030033838,4.053689567,3.80444217,2.019235611,,,,,,
CD36,6.366944672,0.000130244,0.028765361,4.826611266,3.885241628,2.271010637,,,,,,
C1QC,6.38926794,0.000126864,0.028765361,3.038820738,3.896662322,1.603511572,,,,,,
PGK1,6.477248545,0.000114443,0.028765361,1.676497345,3.941412166,0.745450199,,,,,,
C1R,8.508938532,1.35E-05,0.015469941,5.007107641,4.870344547,2.32397747,,,,,,
