Gene Symbol,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11,microRNA 12,microRNA 13,microRNA 14,microRNA 15,microRNA 16,microRNA 17,microRNA 18,microRNA 19,microRNA 20,microRNA 21,microRNA 22,microRNA 23,microRNA 24,microRNA 25,microRNA 26,microRNA 27,microRNA 28,microRNA 29,microRNA 30,microRNA 31,microRNA 32,microRNA 33,microRNA 34,microRNA 35,microRNA 36,microRNA 37,microRNA 38,microRNA 39,microRNA 40,microRNA 41,microRNA 42,microRNA 43,microRNA 44,microRNA 45,microRNA 46,microRNA 47,microRNA 48,microRNA 49,microRNA 50,microRNA 51,microRNA 52,microRNA 53,microRNA 54,microRNA 55,microRNA 56,microRNA 57
PIK3C2A,0.775,1,1.28,4,hsa-miR-335-5p,hsa-miR-616-5p,hsa-miR-212-5p,hsa-miR-186-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIK3C2B,0.665,1,1.1,7,hsa-miR-335-5p,hsa-miR-548ax,hsa-miR-548ao-5p,hsa-miR-302d-5p,hsa-miR-302b-5p,hsa-miR-877-3p,hsa-miR-362-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIK3CB,0.914,1,2.26,1,hsa-miR-7-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIK3CD,0.708,1,1.17,4,hsa-miR-7-5p,hsa-miR-32-5p,hsa-miR-363-3p,hsa-miR-582-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIK3R2,0.75,1,1.25,3,hsa-miR-296-3p,hsa-miR-552-3p,hsa-miR-122-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIM3,0.712,1,1.15,6,hsa-miR-340-5p,hsa-miR-568,hsa-miR-30c-2-3p,hsa-miR-30c-1-3p,hsa-miR-766-3p,hsa-miR-506-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIN1,0.94,1,1.68,5,hsa-miR-200b-3p,hsa-miR-30c-2-3p,hsa-miR-30c-1-3p,hsa-miR-625-5p,hsa-miR-574-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINX1,0.947,1,2.71,1,hsa-miR-877-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIP4K2A,0.741,1,1.2,5,hsa-miR-122-5p,hsa-miR-367-5p,hsa-miR-501-5p,hsa-miR-500a-5p,hsa-miR-519d-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIP4P1,0.882,1,1.73,2,hsa-miR-205-5p,hsa-miR-190a-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIP4P2,0.997,1,5.42,1,hsa-miR-513c-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PISD,0.939,1,1.57,7,hsa-miR-424-5p,hsa-miR-451b,hsa-miR-513a-5p,hsa-miR-15b-3p,hsa-miR-646,hsa-miR-503-5p,hsa-miR-299-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITPNM3,0.989,1,1.96,7,hsa-miR-96-5p,hsa-miR-410-5p,hsa-miR-323b-5p,hsa-miR-556-5p,hsa-miR-511-5p,hsa-miR-183-5p,hsa-miR-593-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITX1,0.927,1,2.41,1,hsa-miR-511-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKDREJ,0.719,1,1.2,2,hsa-miR-616-5p,hsa-miR-504-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKHD1L1,0.834,1,1.65,1,hsa-miR-335-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKM,0.989,1,1.6,15,hsa-miR-133b,hsa-miR-122-5p,hsa-miR-877-3p,hsa-miR-296-3p,hsa-miR-766-3p,hsa-miR-18a-3p,hsa-miR-330-3p,hsa-miR-625-5p,hsa-miR-369-3p,hsa-miR-184,hsa-miR-552-3p,hsa-miR-576-5p,hsa-miR-608,hsa-miR-612,hsa-miR-637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKNOX2,0.977,1,2.63,2,hsa-miR-625-5p,hsa-miR-149-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKP1,0.698,1,1.14,5,hsa-miR-593-5p,hsa-miR-605-3p,hsa-miR-19b-2-5p,hsa-miR-19a-5p,hsa-miR-616-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLA2G16,0.95,1,1.54,9,hsa-miR-186-3p,hsa-miR-548m,hsa-miR-574-5p,hsa-miR-223-5p,hsa-miR-335-3p,hsa-miR-744-3p,hsa-miR-367-5p,hsa-miR-377-5p,hsa-miR-622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLA2G2C,0.995,1,2.86,3,hsa-miR-339-5p,hsa-miR-873-3p,hsa-miR-616-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLA2G4D,0.827,1,1.5,2,hsa-miR-651-5p,hsa-miR-513c-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLA2G7,0.778,1,1.35,2,hsa-miR-335-5p,hsa-miR-590-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAA,0.909,1,1.88,2,hsa-miR-186-3p,hsa-miR-552-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCD1,0.914,1,2.26,1,hsa-miR-335-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCD3,0.941,1,1.91,3,hsa-miR-335-5p,hsa-miR-149-3p,hsa-miR-510-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCE1,0.927,1,1.53,7,hsa-miR-335-5p,hsa-miR-215-5p,hsa-miR-192-5p,hsa-miR-18a-3p,hsa-miR-149-3p,hsa-miR-377-5p,hsa-miR-605-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCG2,0.68,1,1.1,9,hsa-miR-335-5p,hsa-miR-542-3p,hsa-miR-608,hsa-miR-342-5p,hsa-miR-149-3p,hsa-miR-202-3p,hsa-miR-575,hsa-miR-504-5p,hsa-miR-181b-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCL1,0.83,1,1.39,4,hsa-miR-552-5p,hsa-miR-302c-5p,hsa-miR-186-3p,hsa-miR-374a-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCXD1,0.706,1,1.14,7,hsa-miR-296-3p,hsa-miR-190a-3p,hsa-miR-616-5p,hsa-miR-362-3p,hsa-miR-568,hsa-miR-377-5p,hsa-miR-558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCXD2,0.927,1,2.41,1,hsa-miR-205-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCXD3,0.691,1,1.13,6,hsa-miR-670-3p,hsa-miR-211-5p,hsa-miR-627-3p,hsa-miR-302f,hsa-miR-100-3p,hsa-miR-34c-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLD3,0.784,1,1.22,8,hsa-miR-335-5p,hsa-miR-877-5p,hsa-miR-30c-1-3p,hsa-miR-30c-2-3p,hsa-miR-449b-3p,hsa-miR-505-5p,hsa-miR-588,hsa-miR-608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEC,0.974,1,1.93,5,hsa-miR-7-5p,hsa-miR-769-3p,hsa-miR-574-5p,hsa-miR-558,hsa-miR-608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHA2,0.971,1,1.81,6,hsa-miR-155-5p,hsa-miR-514b-5p,hsa-miR-513c-5p,hsa-miR-362-3p,hsa-miR-651-5p,hsa-miR-590-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHA6,0.665,1,1.1,7,hsa-miR-190a-3p,hsa-miR-223-5p,hsa-miR-410-3p,hsa-miR-574-5p,hsa-miR-487a-3p,hsa-miR-154-3p,hsa-miR-18a-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHF2,0.939,1,1.77,4,hsa-miR-215-5p,hsa-miR-192-5p,hsa-miR-454-3p,hsa-miR-522-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHG2,0.919,1,1.41,10,hsa-miR-192-5p,hsa-miR-149-3p,hsa-miR-876-5p,hsa-miR-106a-3p,hsa-miR-203b-3p,hsa-miR-221-5p,hsa-miR-508-5p,hsa-miR-661,hsa-miR-664a-5p,hsa-miR-766-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHG4B,0.996,1,4.96,1,hsa-miR-449b-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHG5,0.972,1,2.03,4,hsa-miR-128-1-5p,hsa-miR-589-5p,hsa-miR-377-5p,hsa-miR-499b-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHM2,0.993,1,4.51,1,hsa-miR-548as-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHM3,0.964,1,1.76,6,hsa-miR-190a-3p,hsa-miR-223-5p,hsa-miR-511-3p,hsa-miR-924,hsa-miR-122-5p,hsa-miR-622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHO1,0.969,1,2.48,2,hsa-miR-202-3p,hsa-miR-610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHO2,0.938,1,2.56,1,hsa-miR-519d-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLGRKT,0.947,1,2.18,2,hsa-miR-607,hsa-miR-513b-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLIN3,0.975,1,2.26,3,hsa-miR-675-3p,hsa-miR-506-3p,hsa-miR-411-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLIN5,0.75,1,1.28,2,hsa-miR-509-3-5p,hsa-miR-509-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLOD2,0.77,1,1.35,1,hsa-miR-183-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLPP3,0.698,1,1.12,9,hsa-miR-335-5p,hsa-miR-7-5p,hsa-miR-620,hsa-miR-451b,hsa-miR-424-5p,hsa-miR-340-3p,hsa-miR-365b-5p,hsa-miR-365a-5p,hsa-miR-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLPP4,0.881,1,1.96,1,hsa-miR-508-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLSCR4,0.899,1,2.11,1,hsa-miR-335-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLXDC1,0.827,1,1.5,2,hsa-miR-106a-3p,hsa-miR-186-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLXNA1,0.983,1,2.18,4,hsa-miR-335-5p,hsa-miR-146a-3p,hsa-miR-519d-3p,hsa-miR-149-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLXNA2,0.997,1,5.27,1,hsa-miR-601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLXNA3,0.66,1,1.08,11,hsa-miR-335-5p,hsa-miR-511-5p,hsa-miR-670-3p,hsa-miR-661,hsa-miR-612,hsa-miR-766-3p,hsa-miR-363-3p,hsa-miR-32-5p,hsa-miR-487a-3p,hsa-miR-154-3p,hsa-miR-508-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLXNA4,0.915,1,1.76,3,hsa-miR-335-5p,hsa-miR-548x-3p,hsa-miR-548j-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLXNB2,0.729,1,1.2,1,hsa-miR-493-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLXND1,0.968,1,1.62,9,hsa-miR-155-5p,hsa-miR-335-5p,hsa-miR-620,hsa-miR-376c-5p,hsa-miR-376b-5p,hsa-miR-202-3p,hsa-miR-612,hsa-miR-149-3p,hsa-miR-552-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMPCA,0.981,1,1.91,6,hsa-miR-202-3p,hsa-miR-302f,hsa-miR-450a-1-3p,hsa-miR-30c-2-3p,hsa-miR-30c-1-3p,hsa-miR-149-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNMA2,0.786,1,1.25,6,hsa-miR-576-5p,hsa-miR-7-5p,hsa-miR-450a-1-3p,hsa-miR-30c-2-3p,hsa-miR-30c-1-3p,hsa-miR-149-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNMA5,0.899,1,2.11,1,hsa-miR-449b-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNMA8B,0.919,1,1.59,5,hsa-miR-608,hsa-miR-552-3p,hsa-miR-34b-5p,hsa-miR-362-3p,hsa-miR-181a-2-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNP,0.684,1,1.13,2,hsa-miR-542-3p,hsa-miR-574-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNPLA3,0.965,1,1.7,7,hsa-miR-335-5p,hsa-miR-411-5p,hsa-miR-664a-5p,hsa-miR-590-3p,hsa-miR-656-5p,hsa-miR-212-5p,hsa-miR-186-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNPLA6,0.837,1,1.3,8,hsa-miR-335-5p,hsa-miR-424-5p,hsa-miR-761,hsa-miR-610,hsa-miR-646,hsa-miR-503-5p,hsa-miR-608,hsa-miR-149-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNPLA7,0.899,1,2.11,1,hsa-miR-7-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNPO,0.798,1,1.29,5,hsa-miR-376a-5p,hsa-miR-620,hsa-miR-516b-3p,hsa-miR-516a-3p,hsa-miR-339-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNPT1,0.852,1,1.5,3,hsa-miR-155-5p,hsa-miR-744-3p,hsa-miR-370-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POC1A,0.999,1,3.46,3,hsa-miR-660-3p,hsa-miR-663b,hsa-miR-874-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POC5,0.681,1,1.05,1,hsa-miR-643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PODXL,0.732,1,1.15,9,hsa-miR-155-5p,hsa-miR-215-5p,hsa-miR-192-5p,hsa-miR-626,hsa-miR-96-5p,hsa-miR-186-3p,hsa-miR-545-5p,hsa-miR-10a-3p,hsa-miR-509-3-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POFUT1,0.956,1,1.6,8,hsa-miR-122-5p,hsa-miR-519d-3p,hsa-miR-509-5p,hsa-miR-509-3-5p,hsa-miR-548e-3p,hsa-miR-548ar-3p,hsa-miR-502-5p,hsa-miR-186-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLD3,0.915,1,1.53,6,hsa-miR-625-5p,hsa-miR-517-5p,hsa-miR-759,hsa-miR-346,hsa-miR-575,hsa-miR-501-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLDIP2,0.999,1,6.62,1,hsa-miR-542-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLG,0.774,1,1.3,3,hsa-miR-296-3p,hsa-miR-676-5p,hsa-miR-877-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLI,0.732,1,1.2,4,hsa-miR-340-5p,hsa-miR-889-3p,hsa-miR-376a-5p,hsa-miR-513b-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLL,1,1,4.11,3,hsa-miR-202-3p,hsa-miR-608,hsa-miR-379-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLQ,0.856,1,1.29,10,hsa-miR-192-5p,hsa-miR-299-5p,hsa-miR-215-3p,hsa-miR-761,hsa-miR-664a-5p,hsa-miR-766-3p,hsa-miR-363-3p,hsa-miR-32-5p,hsa-miR-508-5p,hsa-miR-519d-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLR1A,0.754,1,1.24,4,hsa-miR-587,hsa-miR-501-5p,hsa-miR-500a-5p,hsa-miR-203b-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLR1E,0.955,1,2.86,1,hsa-miR-302f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLR2A,0.927,1,2.41,1,hsa-miR-454-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLR2D,0.725,1,1.14,11,hsa-miR-487b-5p,hsa-miR-487a-5p,hsa-miR-202-3p,hsa-miR-196b-5p,hsa-miR-661,hsa-miR-607,hsa-miR-548e-5p,hsa-miR-106a-3p,hsa-miR-454-3p,hsa-miR-744-3p,hsa-miR-122-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLR2E,0.932,1,1.5,8,hsa-miR-7-5p,hsa-miR-339-5p,hsa-miR-381-5p,hsa-miR-30c-1-3p,hsa-miR-30c-2-3p,hsa-miR-424-5p,hsa-miR-541-3p,hsa-miR-676-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLR2F,0.996,1,3.01,3,hsa-miR-505-5p,hsa-miR-575,hsa-miR-34b-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLR2J3,0.965,1,1.96,4,hsa-miR-450a-1-3p,hsa-miR-30c-2-3p,hsa-miR-30c-1-3p,hsa-miR-149-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLR3D,0.93,1,1.58,6,hsa-miR-627-3p,hsa-miR-30c-2-3p,hsa-miR-30c-1-3p,hsa-miR-149-3p,hsa-miR-136-3p,hsa-miR-504-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POM121C,0.821,1,1.29,7,hsa-miR-184,hsa-miR-651-3p,hsa-miR-340-5p,hsa-miR-499b-3p,hsa-miR-451b,hsa-miR-424-5p,hsa-miR-589-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POM121L7P,0.827,1,1.5,2,hsa-miR-122-5p,hsa-miR-215-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POMGNT1,0.991,1,4.36,1,hsa-miR-660-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POP4,0.804,1,1.43,2,hsa-miR-519e-5p,hsa-miR-211-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POP7,0.804,1,1.43,2,hsa-miR-454-3p,hsa-miR-183-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POPDC2,0.882,1,1.73,2,hsa-miR-335-5p,hsa-miR-612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORCN,0.859,1,1.81,1,hsa-miR-574-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTED,0.974,1,1.71,8,hsa-miR-670-3p,hsa-miR-7-5p,hsa-miR-557,hsa-miR-507,hsa-miR-450b-5p,hsa-miR-449b-3p,hsa-miR-513b-5p,hsa-miR-20a-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTEG,0.867,1,1.25,15,hsa-miR-876-3p,hsa-miR-625-5p,hsa-miR-149-3p,hsa-miR-556-5p,hsa-miR-519e-5p,hsa-miR-196b-5p,hsa-miR-202-3p,hsa-miR-376b-3p,hsa-miR-433-3p,hsa-miR-598-5p,hsa-miR-601,hsa-miR-628-5p,hsa-miR-645,hsa-miR-20a-3p,hsa-miR-449b-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTEM,0.859,1,1.24,15,hsa-miR-876-3p,hsa-miR-625-5p,hsa-miR-149-3p,hsa-miR-556-5p,hsa-miR-519e-5p,hsa-miR-196b-5p,hsa-miR-202-3p,hsa-miR-376b-3p,hsa-miR-433-3p,hsa-miR-598-5p,hsa-miR-601,hsa-miR-628-5p,hsa-miR-645,hsa-miR-20a-3p,hsa-miR-449b-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POU2F3,0.951,1,1.84,4,hsa-miR-335-5p,hsa-miR-661,hsa-miR-766-3p,hsa-miR-508-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POU3F2,0.804,1,1.43,2,hsa-miR-211-5p,hsa-miR-335-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POU3F3,0.816,1,1.4,3,hsa-miR-604,hsa-miR-877-3p,hsa-miR-628-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POU4F1,0.962,1,3.01,1,hsa-miR-34b-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POU5F1B,0.947,1,2.18,2,hsa-miR-616-5p,hsa-miR-590-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POU6F1,0.805,1,1.5,1,hsa-miR-335-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPA1,0.681,1,1.05,1,hsa-miR-200a-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPAN-P2RY11,0.834,1,1.65,1,hsa-miR-212-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPARD,0.719,1,1.2,2,hsa-miR-511-3p,hsa-miR-520f-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPARGC1A,0.682,1,1.13,4,hsa-miR-335-5p,hsa-miR-190a-3p,hsa-miR-32-3p,hsa-miR-362-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPEF2,0.941,1,1.91,3,hsa-miR-149-3p,hsa-miR-661,hsa-miR-510-5p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPFIA3,0.973,1,3.31,1,hsa-miR-149-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPIA,0.677,1,1.09,11,hsa-miR-760,hsa-miR-342-5p,hsa-miR-30c-1-3p,hsa-miR-18a-3p,hsa-miR-876-3p,hsa-miR-610,hsa-miR-186-3p,hsa-miR-509-3-5p,hsa-miR-509-5p,hsa-miR-608,hsa-miR-651-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPIB,0.995,1,4.81,1,hsa-miR-613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPIF,0.795,1,1.32,4,hsa-miR-7-5p,hsa-miR-513a-5p,hsa-miR-625-5p,hsa-miR-32-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPIL6,0.907,1,1.62,4,hsa-miR-661,hsa-miR-766-3p,hsa-miR-508-5p,hsa-miR-211-3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
